Id,Name,Description,PlainText,Image,Gold,Tags,Stats
3070,Tear of the Goddess,"<mainText><stats><attention>240</attention> Mana</stats><br><li><passive>Focus:</passive> Attacks deal an additional <physicalDamage>5 physical damage</physicalDamage> to Minions.<li><passive>Mana Charge:</passive> Strike a target with an Ability to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>",Increases maximum Mana as Mana is spent,3070.png,400,Mana ManaRegen,240mp
3071,Black Cleaver,<mainText><stats><attention>45</attention> Attack Damage<br><attention>350</attention> Health<br><attention>30</attention> Ability Haste</stats><br><li><passive>Carve:</passive> Dealing physical damage to a champion applies a stack of <scaleArmor>5% Armor reduction</scaleArmor> for 6 seconds (max <scaleArmor>30% Armor reduction</scaleArmor>).<li><passive>Rage:</passive> Dealing physical damage to a champion grants 3 Move Speed per stack of <unique>Carve</unique> on them for 2 seconds.</mainText><br>,Dealing physical damage to enemy champions reduces their Armor,3071.png,3100,Health Damage CooldownReduction OnHit NonbootsMovement ArmorPenetration AbilityHaste,45ad 350hp 30ah
3072,Bloodthirster,<mainText><stats><attention>55</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>20%</attention> Life Steal</stats><br><li><passive>Ichorshield:</passive> Life Steal from Attacks can now overheal you. Excess Health is stored as a <shield>50 - 350 (based on level) Shield</shield> that decays slowly if you haven't dealt or taken damage in the last 25 seconds.</mainText><br>,"Grants Attack Damage, Life Steal and Life Steal now overheals",3072.png,3400,Damage CriticalStrike LifeSteal,55ad 20cs 20ls
3074,Ravenous Hydra,"<mainText><stats><attention>70</attention> Attack Damage<br><attention>20</attention> Ability Haste<br><attention>10%</attention> Omnivamp</stats><br><li><passive>Cleave:</passive> Attacks and Abilities deal up to <physicalDamage>(60% Attack Damage) physical damage</physicalDamage> to other enemies near target hit.<br><br><rules>Deals a minimum of (12% Attack Damage) damage to units at the end of its range, can only hit each target once per Attack or Ability, and doesn't trigger off of periodic damage.<br>Cleave does not trigger on structures. </rules><br></mainText><br>","Melee attacks hit nearby enemies, dealing damage and restoring Health",3074.png,3300,Damage LifeSteal CooldownReduction SpellVamp AbilityHaste,70ad 20ah 10vamp
3075,Thornmail,"<mainText><stats><attention>350</attention> Health<br><attention>60</attention> Armor</stats><br><li><passive>Thorns:</passive> When struck by an Attack, deal <magicDamage>(10 + 10% bonus Armor) magic damage</magicDamage> to the attacker and apply 40% <status>Grievous Wounds</status> for 3 seconds if they are a champion. Immobilizing enemy champions also applies 60% <status>Grievous Wounds</status> for 3 seconds.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",,3075.png,2700,Health Armor,350hp 60ar
3076,Bramble Vest,"<mainText><stats><attention>30</attention> Armor</stats><br><li><passive>Thorns:</passive> When struck by an Attack, deal <magicDamage>3 magic damage</magicDamage> to the attacker and apply <status>40% Grievous Wounds</status> for 3 seconds if they are a champion.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",,3076.png,800,Armor,30ar
3077,Tiamat,<mainText><stats><attention>25</attention> Attack Damage</stats><br><li><passive>Cleave:</passive> Attacks deal up to <physicalDamage>(60% Attack Damage) physical damage</physicalDamage> to other nearby enemies. <br><br><rules>Minimum of (12% Attack Damage) damage to enemies furthest away.<br>Cleave does not trigger on structures. </rules></mainText><br>,Melee attacks hit nearby enemies,3077.png,1200,Damage,25ad
3078,Trinity Force,"<mainText><stats><attention>35</attention> Attack Damage<br><attention>30%</attention> Attack Speed<br><attention>300</attention> Health<br><attention>20</attention> Ability Haste</stats><br><li><passive>Threefold Strike:</passive> Attacks grant <speed>20 Move Speed</speed> for 3 seconds. If the target is a champion, increase your <scaleAD>base Attack Damage by 4%</scaleAD> for 3 seconds, stacking up to 5 times (Max increase <scaleAD>20% AD</scaleAD>).<li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with an additional <physicalDamage>(200% base Attack Damage) physical damage</physicalDamage> <OnHit>On-Hit</OnHit> (1.5s cooldown). <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>3</attention> Attack Damage,  <attention>3</attention> Ability Haste, and <attention> 3</attention> Move Speed</mainText><br>",Tons of Damage,3078.png,3333,Health Damage AttackSpeed CooldownReduction OnHit NonbootsMovement AbilityHaste,35ad 30as 300hp 20ah
3082,Warden's Mail,"<mainText><stats><attention>40</attention> Armor</stats><br><li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks by up to 5 + (0.35% max Health), capped at 40% of the attack's damage.</mainText><br>",,3082.png,1000,Armor,40ar
3083,Warmog's Armor,"<mainText><stats><attention>800</attention> Health<br><attention>10</attention> Ability Haste<br><attention>200%</attention> Base Health Regen</stats><br><li><passive>Warmog's Heart:</passive> If you have at least 1100 bonus Health, restore <healing>5% max Health</healing> per second if damage hasn't been taken within 6 seconds (3 seconds for non-Champions).</mainText><br>",Grants massive Health and Health Regen,3083.png,3000,Health HealthRegen CooldownReduction AbilityHaste,800hp 10ah 200hpr
3085,Runaan's Hurricane,"<mainText><stats><attention>45%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Wind's Fury:</passive> When Attacking, bolts are fired at up to 2 enemies near the target, each dealing <physicalDamage>(40% Attack Damage) physical damage</physicalDamage>. Bolts apply On-Hit effects and can Critically Strike.<br><br><rules>Item is for Ranged champions only.</rules></mainText><br>",Ranged attacks fire two bolts at nearby enemies,3085.png,2600,CriticalStrike AttackSpeed OnHit NonbootsMovement,45as 20cs 7ms
3086,Zeal,<mainText><stats><attention>18%</attention> Attack Speed<br><attention>15%</attention> Critical Strike Chance</stats><br><li><passive>Zealous:</passive> Gain <speed>7% Move Speed</speed>.</mainText><br>,"Slight bonuses to Critical Strike Chance, Move Speed and Attack Speed",3086.png,1050,AttackSpeed CriticalStrike NonbootsMovement,18as 15cs
3089,Rabadon's Deathcap,<mainText><stats><attention>120</attention> Ability Power</stats><br><li><passive>Magical Opus:</passive> Increases your total <scaleAP>Ability Power by 35%</scaleAP>.</mainText><br>,Massively increases Ability Power,3089.png,3600,SpellDamage,120ap
3091,Wit's End,<mainText><stats><attention>40</attention> Attack Damage<br><attention>40%</attention> Attack Speed<br><attention>40</attention> Magic Resist</stats><br><li><passive>Fray:</passive> Attacks apply <magicDamage>15 - 80 (based on level) magic damage</magicDamage> <OnHit>On-Hit</OnHit> and grant <speed>20 Move Speed</speed> for 2 seconds.</mainText><br>,Resist magic damage and claw your way back to life.,3091.png,3100,SpellBlock Damage AttackSpeed OnHit NonbootsMovement,40ad 40as 40mr
3094,Rapid Firecannon,"<mainText><stats><attention>35%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance<br><attention>7%</attention> Move Speed</stats><br><li><passive>Energized:</passive> Moving and Attacking will generate an Energized Attack.<li><passive>Sharpshooter:</passive> Your Energized Attack applies <magicDamage>120 bonus magic damage</magicDamage>. In addition, Energized attacks gain up to 35% bonus Attack Range.<br><br><rules>Attack Range cannot increase more than 150 units.</rules></mainText><br>",Movement builds charges that release a sieging fire attack on release,3094.png,2500,CriticalStrike AttackSpeed NonbootsMovement,35as 20cs 7ms
3095,Stormrazor,"<mainText><stats><attention>40</attention> Attack Damage<br><attention>15%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Energized:</passive> Moving and Attacking will generate an Energized Attack.<li><passive>Paralyze:</passive> Your Energized Attack gains <magicDamage>120 bonus magic damage</magicDamage>. In addition, Energized Attacks slow enemies by 75% for 0.5 seconds.<br></mainText><br>",Tremendously empower other Energized effects.,3095.png,2700,Damage CriticalStrike AttackSpeed Slow,40ad 15as 20cs
3100,Lich Bane,"<mainText><stats><attention>75</attention> Ability Power<br><attention>15</attention> Ability Haste<br><attention>8%</attention> Move Speed</stats><br><li><passive>Spellblade:</passive> After using an Ability, your next Attack is enhanced with an additional <magicDamage>(75% base Attack Damage + 50% Ability Power) magic damage</magicDamage> <OnHit>On-Hit</OnHit> (1.5s cooldown).</mainText><br>",Grants a bonus to next attack after spell cast,3100.png,3000,SpellDamage OnHit NonbootsMovement AbilityHaste,75ap 15ah 8ms
3102,Banshee's Veil,<mainText><stats><attention>80</attention> Ability Power<br><attention>45</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats><br><li><passive>Annul:</passive> Grants a Spell Shield that blocks the next enemy Ability (40s cooldown).<br><br><rules>Item cooldown is restarted if you take damage from champions before it is completed.</rules></mainText><br>,Periodically blocks enemy abilities,3102.png,2600,SpellBlock SpellDamage CooldownReduction AbilityHaste,80ap 45mr 10ah
3105,Aegis of the Legion,<mainText><stats><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>10</attention> Ability Haste</stats></mainText><br>,Grants Armor and Magic Resistance,3105.png,1400,SpellBlock Armor CooldownReduction AbilityHaste,30ar 30mr 10ah
3107,Redemption,"<mainText><stats><attention>20%</attention> Heal and Shield Power<br><attention>200</attention> Health<br><attention>15</attention> Ability Haste<br><attention>100%</attention> Base Mana Regen</stats><br><br><active>Active -</active> <active>Intervention:</active> Target an area within 5500 range. After 2.5 seconds, call down a beam of light to Restore <healing>200 - 400 (scales with ally level) Health</healing> to allies and burn enemy champions for <trueDamage>10% max Health true damage</trueDamage> (90s cooldown).<br><br><rules>Item can be activated whilst dead. Damage and healing reduced by 50% if the target has recently been affected by another <active>Intervention</active>. Strength of level-scaling effects are based on the ally's level.</rules></mainText><br>",Activate to heal allies and damage enemies in an area,3107.png,2300,Health ManaRegen CooldownReduction AbilityHaste,20h&sp 200hp 15ah 100mpr
3108,Fiendish Codex,<mainText><stats><attention>35</attention> Ability Power<br><attention>10</attention> Ability Haste</stats></mainText><br>,Increases Ability Power and Cooldown Reduction,3108.png,900,SpellDamage CooldownReduction AbilityHaste,35ap 10ah
3109,Knight's Vow,"<mainText><stats><attention>400</attention> Health<br><attention>10</attention> Ability Haste<br><attention>200%</attention> Base Health Regen</stats><br><br><active>Active -</active> <active>Pledge:</active> Designate an ally who is <attention>Worthy</attention> (60s cooldown).<br><li><passive>Sacrifice:</passive> While your <attention>Worthy</attention> ally is nearby, redirect 10% of damage they take to you and heal for 8% of the damage dealt by your <attention>Worthy</attention> ally to Champions. If they have less than 30% Health the damage reduction is increased to <attention>20%</attention>.<br><br><rules>Champions can only be linked by one Knight's Vow at a time. Damage redirection stops if you have less than 30% Health</rules></mainText><br>",Partner with an ally to protect each other,3109.png,2300,Health Armor Aura Active CooldownReduction NonbootsMovement AbilityHaste,400hp 10ah 200hpr
3110,Frozen Heart,"<mainText><stats><attention>80</attention> Armor<br><attention>400</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><li><passive>Winter's Caress:</passive> Reduces the <attackSpeed>Attack Speed</attackSpeed> of nearby enemies by 20%.<li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks by up to 7 + (3.5 per 1000 max Health), capped at 40% of the Attack's damage.</mainText><br>",Massively increases Armor and slows enemy basic attacks,3110.png,2500,Armor Mana Aura CooldownReduction AbilityHaste,80ar 400mp 20ah
3111,Mercury's Treads,"<mainText><stats><attention>25</attention> Magic Resist<br><attention>45</attention> Move Speed<br><attention>30%</attention> Tenacity</stats><br><br><rules>Tenacity reduces the duration of <status>Stun</status>, <status>Slow</status>, <status>Taunt</status>, <status>Fear</status>, <status>Silence</status>, <status>Blind</status>, <status>Polymorph</status> and <status>Immobilizing</status> effects. It has no effect on <status>Airborne</status> or <status>Suppression</status>.</rules></mainText><br>",Increases Move Speed and reduces duration of disabling effects,3111.png,1100,Boots SpellBlock Tenacity,25mr 45ms 30tnc
3112,Guardian's Orb,"<mainText><stats><attention>40</attention> Ability Power<br><attention>150</attention> Health</stats><br><li><passive>Recovery:</passive> Restores <scaleMana>10 Mana</scaleMana> every 5 seconds. If you can't gain mana, restores <healing>15 Health</healing> instead.<li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>",Good starting item for mages,3112.png,950,Health SpellDamage ManaRegen Lane,40ap 150hp
3113,Aether Wisp,<mainText><stats><attention>30</attention> Ability Power</stats><br><li><passive>Glide:</passive> Gain <speed>5% Move Speed</speed>.</mainText><br>,Increases Ability Power and Move Speed,3113.png,850,NonbootsMovement SpellDamage,30ap
3114,Forbidden Idol,<mainText><stats><attention>50%</attention> Base Mana Regen<br><attention>10%</attention> Heal and Shield Power</stats></mainText><br>,"Increases Heal and Shield Power, Mana Regeneration, and Cooldown Reduction",3114.png,800,ManaRegen,50mpr 10h&sp
3115,Nashor's Tooth,<mainText><stats><attention>100</attention> Ability Power<br><attention>50%</attention> Attack Speed</stats><br><li><passive>Icathian Bite:</passive> Attacks apply <magicDamage>(15 + 20% Ability Power) magic damage</magicDamage> <OnHit>On-Hit</OnHit>.</mainText><br>,"Increases Attack Speed, Ability Power, and Cooldown Reduction",3115.png,3000,AttackSpeed SpellDamage OnHit,100ap 50as
3116,Rylai's Crystal Scepter,<mainText><stats><attention>75</attention> Ability Power<br><attention>400</attention> Health</stats><br><li><passive>Rimefrost:</passive> Damaging Abilities <status>Slow</status> enemies by 30% for 1 second.</mainText><br>,Abilities slow enemies,3116.png,2600,Health SpellDamage Slow,75ap 400hp
3117,Mobility Boots,"<mainText><stats></stats><attention>25</attention> Move Speed <li>When out of combat for at least 5 seconds, increase this item's effect to <attention>115</attention>.</mainText><br>",Greatly enhances Move Speed when out of combat,3117.png,1000,Boots,
3119,Winter's Approach,"<mainText><stats><attention>400</attention> Health<br><attention>500</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><li><passive>Awe:</passive> Gain bonus <scaleHealth>Health equal to 8% Total Mana</scaleHealth>.<li><passive>Mana Charge:</passive> Strike a target with an Ability or Attack to consume a charge and gain <scaleMana>3 bonus Mana</scaleMana>, doubled if the target is a champion. Grants a maximum of 360 Mana at which point this item transforms into <rarityLegendary>Fimbulwinter</rarityLegendary>.<br><br><rules>Gain a new <passive>Mana Charge</passive> every 8 seconds (max 4).</rules></mainText><br>",,3119.png,2600,Health Mana AbilityHaste,400hp 500mp 15ah
3121,Fimbulwinter,"<mainText><stats><attention>400</attention> Health<br><attention>860</attention> Mana<br><attention>15</attention> Ability Haste</stats><li><passive>Awe:</passive> Gain bonus <scaleHealth>Health equal to 8% Total Mana</scaleHealth>.<li><passive>Everlasting:</passive> <status>Immobilizing</status> or <status>Slowing</status> (Melee only) an enemy champion consumes <scaleMana>3% current Mana</scaleMana> and grants a Shield for 3 seconds, absorbing <scaleMana>100-200 + 5% current Mana</scaleMana> damage (8s). The Shield is increased by <attention>80%</attention> if more than one enemy is nearby.<br><br><rules>This effect only activates while you have greater than 20% Mana.</rules></mainText><br>",,3121.png,2600,Health Mana AbilityHaste,400hp 860mp 15ah
3123,Executioner's Calling,<mainText><stats><attention>15</attention> Attack Damage</stats><br><li><passive>Rend:</passive> Dealing physical damage applies <status>40% Grievous Wounds</status> to champions for 3 seconds. <br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>,Overcomes enemies with high health gain,3123.png,800,Damage,15ad
3124,Guinsoo's Rageblade,<mainText><stats><attention>45%</attention> Attack Speed<br><attention>20%</attention> Critical Strike Chance</stats><br><li><passive>Wrath:</passive> Your Critical Strike Chance is converted into <OnHit>On-Hit</OnHit> damage. Gain <physicalDamage>40</physicalDamage> <OnHit>On-Hit</OnHit> for each 20% Critical Strike Chance converted.<li><passive>Seething Strike:</passive> Every third Attack applies your On-Hit effects twice.<br><br><rules><passive>Wrath</passive> cannot benefit from more than 100% Critical Strike Chance. <passive>Wrath's</passive> On-Hit damage conversion is affected by Critical Strike damage modifiers. </rules></mainText><br>,,3124.png,2600,CriticalStrike AttackSpeed OnHit,45as 20cs
3133,Caulfield's Warhammer,<mainText><stats><attention>25</attention> Attack Damage<br><attention>10</attention> Ability Haste</stats></mainText><br>,Attack Damage and Cooldown Reduction,3133.png,1100,Damage CooldownReduction AbilityHaste,25ad 10ah
3134,Serrated Dirk,<mainText><stats><attention>30</attention> Attack Damage</stats><br><li><passive>Gouge:</passive> Gain <scaleLethality>10 Lethality</scaleLethality>.</mainText><br>,Increases Attack Damage and Lethality,3134.png,1100,Damage ArmorPenetration,30ad
3135,Void Staff,<mainText><stats><attention>65</attention> Ability Power<br><attention>45%</attention> Magic Penetration</stats></mainText><br>,Increases magic damage,3135.png,2800,MagicPenetration SpellDamage,65ap 45mpen
3139,Mercurial Scimitar,<mainText><stats><attention>40</attention> Attack Damage<br><attention>20%</attention> Critical Strike Chance<br><attention>30</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Remove all crowd control debuffs (excluding <status>Airborne</status>) and also gain <speed>50% Move Speed</speed> for 1 second (90s cooldown).</mainText><br>,Activate to remove all crowd control debuffs and grant massive Move Speed,3139.png,3000,SpellBlock Damage CriticalStrike Active NonbootsMovement Tenacity,40ad 20cs 30mr
3140,Quicksilver Sash,<mainText><stats><attention>30</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Quicksilver:</active> Removes all crowd control debuffs (excluding <status>Airborne</status>) (90s cooldown).<br></mainText><br>,Activate to remove all crowd control debuffs,3140.png,1300,Active SpellBlock,30mr
3142,Youmuu's Ghostblade,<mainText><stats><attention>55</attention> Attack Damage<br><attention>18</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Wraith Step:</active> Gain <speed>20% Move Speed</speed> and <status>Ghosting</status> for 6 seconds (45s cooldown).<br><li><passive>Haunt:</passive> Gain <speed>40 Move Speed</speed> out of combat.<br><br><rules><status>Ghosted</status> units ignore collision with other units.</rules></mainText><br>,Activate to greatly increase Move Speed,3142.png,3000,Damage Active NonbootsMovement ArmorPenetration,55ad 18leth 15ah
3143,Randuin's Omen,"<mainText><stats><attention>250</attention> Health<br><attention>80</attention> Armor<br><attention>10</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Humility:</active> Briefly <status>Slow</status> nearby enemies and reduce their <scaleAD>Attack Damage</scaleAD> by 10% and Critical Strike Damage by 20% for 4 seconds (60s cooldown).<br><li><passive>Rock Solid:</passive> Reduce incoming damage from Attacks by up to 5 + (0.35% max Health), capped at 40% of the attack's damage.</mainText><br>","Greatly increases defenses, activate to slow nearby enemies",3143.png,2700,Health Armor Active CooldownReduction Slow AbilityHaste,250hp 80ar 10ah
3145,Hextech Alternator,<mainText><stats><attention>25</attention> Ability Power<br><attention>150</attention> Health</stats><br><li><passive>Revved:</passive> Damaging a champion deals an additional <magicDamage>50 - 125 (based on level) magic damage</magicDamage> (40s cooldown).</mainText><br>,Increases Ability Power. Deal bonus magic damage on attack periodically.,3145.png,1050,Health SpellDamage,25ap 150hp
3152,Hextech Rocketbelt,"<mainText><stats><attention>90</attention> Ability Power<br><attention>6</attention> Magic Penetration<br><attention>250</attention> Health<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Supersonic:</active> Dash in target direction, unleashing an arc of magic missiles that deal <magicDamage>(125 +15% Ability Power) magic damage</magicDamage>. Then, gain <speed>30% Move Speed</speed> towards enemy champions for 1.5 seconds (40s cooldown).<br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5</attention> Magic Penetration.<br><br><rules>Supersonic's dash cannot pass through terrain.</rules></mainText><br>",Activate to dash forward and unleash a fiery explosion,3152.png,3200,Health SpellDamage Active CooldownReduction NonbootsMovement MagicPenetration AbilityHaste,90ap 6mpen 250hp 15ah
3153,Blade of The Ruined King,<mainText><stats><attention>40</attention> Attack Damage<br><attention>25%</attention> Attack Speed<br><attention>8%</attention> Life Steal</stats><br><li><passive>Mist's Edge:</passive> Attacks apply <physicalDamage>physical damage</physicalDamage> <OnHit>On-Hit</OnHit> equal to (12% for Melee users | 8% for Ranged users) of the target's current Health. <li><passive>Siphon:</passive> Attacking a champion 3 times deals <magicDamage>40 - 150 (based on level) magic damage</magicDamage> and steals 25% Move Speed for 2 seconds (20s cooldown).<br><br><rules>Maximum <passive>Mist's Edge</passive> damage dealt to monsters and minions is 60.<br>Item performance differs for melee and ranged users.</rules></mainText><br>,"Deals damage based on target's Health, can steal Move Speed",3153.png,3300,Damage AttackSpeed LifeSteal Slow OnHit NonbootsMovement,40ad 25as 8ls
3155,Hexdrinker,"<mainText><stats><attention>25</attention> Attack Damage<br><attention>35</attention> Magic Resist</stats><br><li><passive>Lifeline:</passive> Upon taking magic damage that would reduce Health below 30%, gain <shield>110 - 280 (based on level) magic damage Shield</shield> for 3 seconds (90s cooldown).</mainText><br>",Increases Attack Damage and Magic Resist,3155.png,1300,Damage SpellBlock,25ad 35mr
3156,Maw of Malmortius,"<mainText><stats><attention>55</attention> Attack Damage<br><attention>50</attention> Magic Resist<br><attention>20</attention> Ability Haste</stats><br><li><passive>Lifeline:</passive> Upon taking magic damage that would reduce Health below 30%, gain <shield>(200 + 225% bonus Attack Damage [75% Shield Size for Ranged Users]) magic damage Shield</shield> for 5 seconds (60s cooldown). When <passive>Lifeline</passive> triggers, gain <lifeSteal>12% Omnivamp</lifeSteal> until the end of combat.  </mainText><br>",Grants bonus Attack Damage when Health is low,3156.png,2900,SpellBlock Damage CooldownReduction AbilityHaste,55ad 50mr 20ah
3157,Zhonya's Hourglass,"<mainText><stats><attention>65</attention> Ability Power<br><attention>45</attention> Armor<br><attention>10</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Stasis:</active> You become <status>Invulnerable</status> and <status>Untargetable</status> for 2.5 seconds, but are prevented from taking any other actions during this time (120s cooldown).</mainText><br>",Activate to become invincible but unable to take actions,3157.png,2600,Armor SpellDamage Active CooldownReduction AbilityHaste,65ap 45ar 10ah
3158,Ionian Boots of Lucidity,"<mainText><stats><attention>20</attention> Ability Haste<br><attention>45</attention> Move Speed</stats><br><li>Gain 12 Summoner Spell Haste.<br><br><flavorText>''This item is dedicated in honor of Ionia's victory over Noxus in the Rematch for the Southern Provinces on 10 December, 20 CLE.'</flavorText></mainText><br>",Increases Move Speed and Cooldown Reduction,3158.png,950,Boots CooldownReduction,20ah 45ms
3165,Morellonomicon,"<mainText><stats><attention>80</attention> Ability Power<br><attention>250</attention> Health</stats><br><li><passive>Affliction:</passive> Dealing magic damage applies <status>40% Grievous Wounds</status> to enemy champions for 3 seconds. If the target is below 50% Health, this effect is increased to <status>60% Grievous Wounds</status>.<br><br><rules><status>Grievous Wounds</status> reduces the effectiveness of Healing and Regeneration effects.</rules></mainText><br>",Increases magic damage,3165.png,2500,Health SpellDamage,80ap 250hp
3177,Guardian's Blade,<mainText><stats><attention>30</attention> Attack Damage<br><attention>150</attention> Health<br><attention>15</attention> Ability Haste</stats><br><li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>,Good starting item for attackers,3177.png,950,Health Damage Lane AbilityHaste,30ad 150hp 15ah
3179,Umbral Glaive,"<mainText><stats><attention>50</attention> Attack Damage<br><attention>10</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><li><passive>Blackout:</passive> When spotted by an enemy Ward, reveal traps and disable Wards around you for 8 seconds (45s cooldown). Your Attacks instantly kill revealed traps and do triple damage to Wards.</mainText><br>",Provides trap and ward detection periodically,3179.png,2400,Damage Vision CooldownReduction ArmorPenetration AbilityHaste,50ad 10leth 15ah
3181,Hullbreaker,<mainText><stats><attention>50</attention> Attack Damage<br><attention>400</attention> Health<br><attention>150%</attention> Base Health Regen</stats><br><li><passive>Boarding Party:</passive> While no allied champions are nearby you gain 20-45 <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> and 20% increased damage to towers. Nearby large minions gain 60-135 <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> and 200% increased damage to towers. <br><br><rules>Boarding Party's resistances decay over 3 seconds when an ally gets too close.</rules><br></mainText><br>,,3181.png,2800,Health SpellBlock Armor Damage,50ad 400hp 150hpr
3184,Guardian's Hammer,<mainText><stats><attention>25</attention> Attack Damage<br><attention>150</attention> Health<br><attention>10%</attention> Life Steal</stats><br><li><passive>Legendary:</passive> This item counts as a <rarityLegendary>Legendary</rarityLegendary> item.</mainText><br>,Good starting item for attackers,3184.png,950,Health Damage LifeSteal Lane,25ad 150hp 10ls
3190,Locket of the Iron Solari,"<mainText><stats><attention>200</attention> Health<br><attention>20</attention> Ability Haste<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist</stats><br><br><active>Active -</active> <active>Devotion:</active> Grant nearby allies a <shield>230 - 385 (based on ally level) Shield</shield>, decaying over 2.5 seconds (90s cooldown). <br><li><passive>Consecrate:</passive> Grant nearby allied champions <scaleArmor>3 Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR>. <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>2</attention> Armor/Magic Resist increase to <passive>Consecrate</passive>.<br><br><rules>Strength of level-scaling effects are based on the ally's level.<br>Subsequent <active>Devotion</active> shields within 20 seconds only have 25% effect.</rules></mainText><br>",Activate to shield nearby allies from damage,3190.png,2500,Health SpellBlock Armor Aura Active CooldownReduction AbilityHaste,200hp 20ah 30ar 30mr
3191,Seeker's Armguard,<mainText><stats><attention>20</attention> Ability Power<br><attention>15</attention> Armor</stats><br><li><passive>Witch's Path:</passive> Killing a unit grants <scaleArmor>0.5 Armor</scaleArmor> (max <scaleArmor>15</scaleArmor>).</mainText><br>,Increases Armor and Ability Power,3191.png,1000,Armor SpellDamage,20ap 15ar
3193,Gargoyle Stoneplate,<mainText><stats><attention>60</attention> Armor<br><attention>60</attention> Magic Resist<br><attention>15</attention> Ability Haste</stats><br><br><active>Active -</active> <active>Unbreakable:</active> Gain a <shield>(100 + 100% bonus Health) Shield</shield>  that decays and grow 25% in size for 2.5 seconds. (90s cooldown).<br><li><passive>Fortify:</passive> Taking damage from a champion grants a stack of <scaleArmor>5% bonus Armor</scaleArmor> and <scaleMR>5% bonus Magic Resist</scaleMR> for 6 seconds.<br><br><rules>Max 5 stacks; 1 per champion.</rules></mainText><br>,Greatly increases defense near multiple enemies.,3193.png,3200,SpellBlock Armor Active CooldownReduction AbilityHaste,60ar 60mr 15ah
3211,Spectre's Cowl,"<mainText><stats><attention>250</attention> Health<br><attention>25</attention> Magic Resist</stats><br><li><passive>Incorporeal:</passive> After taking damage from a champion, gain <scaleHealth>150% base Health Regen</scaleHealth> for up to 10 seconds (duration increases with damage taken).</mainText><br>",Improves defense and grants regeneration upon being damaged,3211.png,1250,Health HealthRegen SpellBlock,250hp 25mr
3222,Mikael's Blessing,<mainText><stats><attention>20%</attention> Heal and Shield Power<br><attention>50</attention> Magic Resist<br><attention>15</attention> Ability Haste<br><attention>100%</attention> Base Mana Regen</stats><br><br><active>Active -</active> <active>Purify:</active> Remove all crowd control debuffs (except <status>Knockups</status> and <status>Suppression</status>) from an ally champion and restore <healing>100 - 200 (based on ally level) Health</healing> (120s cooldown).</mainText><br>,Activate to remove all disabling effects from an allied champion,3222.png,2300,SpellBlock ManaRegen Active CooldownReduction Tenacity AbilityHaste,20h&sp 50mr 15ah 100mpr
